Chunk,Model,Model type,Surface Area (cm^2),Area (cm^2),Surface Area (m^2) by color category: 0,Surface Area (m^2) by color category: 1,Surface Area (m^2) by color category: 2,Surface Area (m^2) by color category: 3,Surface Area (m^2) by color category: 4,Surface Area (m^2) by color category: 5,Surface Area (m^2) by color category: 6,Surface Area (m^2) by color category: 7,Surface Area (m^2) by color category: 8,Surface Area (m^2) by color category: 9,Surface Area (m^2) by color category: 10,Surface Area (m^2) by color category: 11,Surface Area (m^2) by color category: 12,Surface Area (m^2) by color category: 13,Surface Area (m^2) by color category: 14,Surface Area (m^2) by color category: 15,Surface Area (m^2) by color category: 16,Surface Area (m^2) by color category: 17,Surface Area (m^2) by color category: 18,Surface Area (m^2) by color category: 19,Surface Area (m^2) by color category: 20,Surface Area (m^2) by color category: 21,Surface Area (m^2) by color category: 22,Surface Area (m^2) by color category: 23,Surface Area (m^2) by color category: 24,Surface Area (m^2) by color category: 25,Surface Area (m^2) by color category: 26,Surface Area (m^2) by color category: 27,Surface Area (m^2) by color category: 28,Surface Area (m^2) by color category: 29,Surface Area (m^2) by color category: 30,Surface Area (m^2) by color category: 31,Surface Area (m^2) by color category: 32,Surface Area (m^2) by color category: 33,Surface Area (m^2) by color category: 34,Surface Area (m^2) by color category: 35,Max height (cm),Min height (cm),Height range (cm),Volume (cm^3),Extent Volume (cm^3)
652A,652A,Mesh,30.73043152,5.434946977,0,0,0,0.000166782,9.65E-05,3.25E-05,0.000106794,0.00041503,1.44E-05,3.97E-08,1.40E-06,0,0,0,0,3.43E-05,0.000347546,0.000113801,1.22E-06,0.00025147,1.04E-05,1.52E-05,3.09E-05,6.57E-05,0.00012649,0.000227726,0.000412133,2.91E-05,2.87E-05,4.66E-06,0.000174042,0,3.43E-05,2.91E-05,1.65E-06,0.000301005,4.394658201,0.250331752,4.144326448,7.691722828,29.63552337
652B,652B,Mesh,25.13196717,4.62838365,1.36E-05,1.98E-06,0,0.00018334,7.54E-05,0.000120926,4.52E-05,0.000123,7.70E-06,0,6.28E-05,0,0,2.98E-07,0,9.14E-05,0.000347654,0.000183731,1.91E-07,0.000170259,3.71E-05,9.63E-06,6.09E-05,1.28E-05,0.000146444,0.000141174,0.000232864,6.43E-06,0.000212103,5.16E-08,9.41E-05,0,2.46E-05,9.07E-05,0,1.67E-05,3.468296145,0.287670155,3.18062599,6.497543526,18.98168034
652C,652C,Mesh,31.50076226,5.140632928,1.63E-06,9.92E-06,0,0.000116377,5.30E-05,5.79E-05,0.000143137,0.000145243,2.78E-05,1.73E-08,3.82E-05,0,0,1.40E-07,0,0.000109401,0.000471722,0.000387078,1.46E-06,0.000262671,2.23E-05,8.48E-06,0.000100789,1.20E-05,0.000172879,0.00013172,0.000455412,6.04E-05,0.000123101,0,4.74E-05,0,2.56E-05,4.68E-05,2.64E-07,0.000117403,3.899504988,0.279576461,3.619928527,8.876900855,24.81735854
653A,653A,Mesh,52.96868414,8.761496385,1.64E-05,0,0,0.00022974,0.00013383,7.51E-06,2.20E-05,0.000148233,1.38E-06,0,9.45E-06,0,0,3.11E-07,0,0.00032258,0.001444736,0.000239141,2.53E-06,0.000447489,6.87E-05,1.58E-05,0.000281548,5.39E-05,0.000643809,0.000372951,0.000446416,3.00E-05,0.00024977,1.26E-05,8.25E-05,0,8.78E-06,3.48E-06,0,1.41E-06,4.851323037,0.317936801,4.533386237,17.32381131,61.16010823
653B,653B,Mesh,32.76719697,5.954467754,0.000128548,3.78E-06,0,0.00033049,7.34E-05,0,2.62E-06,5.67E-05,1.68E-07,0,4.76E-05,0,0,9.02E-08,0,0.000133427,0.000859982,8.16E-05,0,0.00035704,7.64E-05,2.33E-05,0.000138686,2.42E-05,0.000345263,0.000192251,0.000172316,1.78E-05,0.000155667,3.54E-06,5.09E-05,0,0,3.96E-08,0,9.20E-07,3.860836967,0.340696438,3.52014053,9.393845515,30.78739655
653C,653C,Mesh,53.38387515,10.63651884,5.58E-05,9.92E-07,0,0.00014363,0.000230475,9.24E-05,3.13E-05,0.000128777,6.48E-06,0,6.15E-05,0,0,1.48E-06,0,0.000363307,0.001546948,0.000271384,2.33E-05,0.000102869,0.000106644,2.78E-05,0.000303644,3.26E-05,0.000626651,0.000336187,0.000348988,9.69E-05,0.000192919,0,0.000123682,0,6.18E-05,1.67E-05,4.17E-07,2.84E-06,4.602122431,0.293931688,4.308190743,17.16834352,68.76808417
654A,654A,Mesh,59.36949136,14.13057512,1.12E-05,1.37E-06,0,0.000267064,0.000632281,3.66E-05,9.69E-05,0.000286632,2.68E-06,0,9.04E-07,0,0,0,0,0.000245915,0.000686134,6.37E-05,0,0.000199479,0.00025043,8.06E-05,0.000204971,0.000486472,0.00086374,0.000685352,0.000283402,1.66E-05,0.000149039,3.30E-06,0.000257212,0,3.30E-05,1.39E-05,1.56E-06,7.64E-05,6.323718544,0.331363634,5.99235491,20.13022674,123.4165005
654B,654B,Mesh,64.25440456,15.93851647,8.07E-05,4.79E-06,0,0.000308434,0.000703715,2.89E-05,2.49E-05,0.000469526,6.71E-06,0,2.89E-05,0,0,3.76E-07,0,0.000207208,0.000788476,9.85E-05,0,0.000320798,0.000368467,0.000107815,0.000140289,0.000486439,0.000749161,0.00074016,0.000346291,1.99E-05,0.000227486,7.55E-06,0.000109903,0,3.13E-05,1.45E-05,0,4.34E-06,4.341851196,0.345249309,3.996601888,22.00856328,95.00233465
654C,654C,Mesh,55.57208226,15.68312871,6.21E-05,7.88E-06,0,0.000176417,0.000738435,9.16E-05,0.00031531,0.000261335,2.08E-05,0,3.81E-06,0,0,1.39E-06,0,0.000487344,0.000259722,8.88E-05,2.64E-07,0.000156529,0.000371017,7.29E-05,0.000323012,0.00036635,0.000458367,0.000356458,0.000378108,2.38E-06,0.000190214,1.69E-05,0.00015257,0,6.65E-05,5.83E-05,1.56E-05,5.70E-05,3.683944883,0.314470784,3.369474099,16.32549918,82.14370127
655A,655A,Mesh,32.70914872,6.537017393,0,3.22E-06,0,0.000198511,0.000105335,0.000105041,5.34E-05,9.17E-05,4.48E-06,0,2.21E-05,0,0,0,0,6.39E-05,0.000883934,5.84E-05,0,0.000459279,1.72E-05,6.04E-06,7.76E-05,3.11E-05,0.000292366,0.00026092,0.000150684,1.49E-05,0.000187766,0,6.81E-05,0,5.92E-05,5.48E-05,0,1.02E-06,4.199797686,0.27605838,3.923739307,10.20457696,33.72405762
655B,655B,Mesh,39.81035882,6.201205855,4.88E-08,6.14E-06,0,0.000421776,0.000236282,5.46E-05,2.44E-05,0.000248512,3.43E-06,0,1.48E-05,0,0,0,0,5.86E-05,0.000721153,1.14E-05,0,0.000501128,7.65E-05,2.19E-05,7.91E-05,0.000162886,0.000343094,0.000448907,0.000137195,0,8.21E-05,3.13E-06,0.000266721,0,3.98E-05,1.73E-05,0,1.72E-07,5.568972907,0.351284446,5.21768846,11.27101769,40.07421652
655C,655C,Mesh,40.41913782,10.27560839,0,2.32E-06,0,0.000194211,6.03E-05,2.49E-05,2.97E-05,0.000142139,7.29E-06,2.84E-06,9.93E-06,0,0,0,0,0.000129243,0.001192682,0.000122892,3.44E-06,0.000434551,1.97E-05,1.37E-05,0.000226019,1.78E-05,0.000491163,0.000326319,0.000292994,8.92E-06,0.000124581,0,0.000111774,0,1.80E-05,1.28E-05,1.17E-06,2.05E-05,3.438417055,0.309113759,3.129303296,12.46785245,49.02857794
656A,656A,Mesh,56.17861644,8.121943382,4.17E-05,4.04E-05,1.26E-07,0.000576449,0.00024331,5.85E-05,2.88E-05,0.000144218,1.37E-05,0,3.80E-06,0,0,2.49E-05,0,0.000175835,0.001652727,6.26E-05,0,0.000105101,0.000290123,3.26E-05,0.000216851,9.32E-05,0.000592441,0.000419078,0.000269165,8.64E-06,0.000184255,7.08E-06,0.000166816,0,6.86E-05,4.00E-05,1.93E-05,3.76E-05,5.876146479,0.3687362,5.507410279,22.61275174,68.08832539
656B,656B,Mesh,99.0314587,21.18129413,1.75E-06,0.000101621,2.63E-08,0.000906945,0.000921587,0.00010751,9.60E-05,0.000473386,2.02E-05,0,2.38E-05,0,0,2.97E-05,0,0.000433079,0.001668655,0.0003628,9.96E-06,0.000210844,0.001063197,0.000156759,0.000158025,0.000380403,0.000761061,0.000765774,0.000695075,0.00010134,0.000173747,3.14E-07,0.000107767,0,6.33E-05,5.34E-05,0,5.52E-05,6.239832315,0.306011886,5.933820429,36.40008651,159.4212753
656C,656C,Mesh,70.88055476,13.1603854,0.00012282,0.000115624,8.52E-06,0.001465076,0.00088017,8.99E-05,6.51E-05,6.83E-05,2.62E-05,0,3.34E-05,0,0,1.16E-05,3.42E-06,0.000383528,0.000559074,5.75E-06,6.80E-08,0.00013695,0.00108436,0.000235243,0.000226867,0.000271564,0.00048634,0.000360178,6.26E-05,1.74E-07,0.000155166,3.49E-06,9.08E-05,0,7.31E-05,5.17E-05,9.33E-07,9.97E-06,6.931777269,0.271843666,6.659933603,22.77266747,148.7993905
657A,657A,Mesh,34.13511046,4.516130863,4.55E-05,4.97E-08,0,0.00016582,0.000158709,3.49E-05,4.58E-06,3.00E-05,1.35E-06,0,7.15E-05,0,0,0,0,0.00014409,0.000887657,1.80E-07,0,0.000193773,3.31E-05,3.13E-05,0.000182454,2.65E-05,0.000467241,0.000353134,6.59E-05,2.62E-08,0.000228804,5.62E-07,0.00023288,0,4.02E-05,1.16E-05,0,1.62E-06,5.276461485,0.290766618,4.985694868,10.24671822,28.74843431
657B,657B,Mesh,39.84509377,6.443330582,5.11E-05,0,0,0.000173006,0.000164103,8.43E-07,3.28E-06,0.000101849,0,0,6.72E-05,0,0,0,0,0.00027559,0.000909673,7.72E-06,0,0.000464372,9.03E-05,2.45E-05,0.000222739,8.26E-05,0.00054156,0.000374108,8.88E-05,0,0.00028881,3.63E-07,4.90E-05,0,3.05E-06,0,0,0,4.655440631,0.374488325,4.280952306,12.69581661,35.81151226
657C,657C,Mesh,41.13210626,6.875543882,4.79E-05,2.72E-06,0,0.000273812,0.000107216,3.84E-05,1.81E-05,8.62E-05,8.55E-06,0,4.56E-05,0,0,1.89E-07,0,0.00018077,0.00116231,4.07E-05,0,0.000332933,3.28E-05,1.39E-05,0.000192972,4.62E-05,0.000546935,0.000406234,0.000173918,4.39E-08,0.00017979,1.83E-06,9.91E-05,0,4.25E-05,2.06E-05,0,1.10E-05,4.519853623,0.297918524,4.221935099,14.00617423,40.74978936
658A,658A,Mesh,46.727485,7.946754865,9.51E-06,1.05E-05,0,0.000356634,0.000203256,5.87E-05,8.45E-05,4.12E-05,7.75E-06,1.97E-07,6.21E-05,0,0,9.12E-07,0,0.0002622,0.001247609,4.55E-05,4.63E-07,0.000260655,0.00011968,1.79E-05,0.000367487,1.67E-05,0.000843279,0.000322397,6.51E-05,6.81E-06,8.64E-05,2.60E-07,9.79E-05,0,1.83E-05,2.19E-05,0,3.69E-05,5.826591931,0.306429843,5.520162088,14.87551452,70.1335999
658B,658B,Mesh,40.71476729,7.260436771,0.000103567,6.98E-06,0,0.000170478,0.00014237,8.15E-05,7.38E-05,3.07E-05,1.33E-05,8.92E-08,5.14E-05,0,0,7.50E-06,0,0.000519993,0.000990126,9.97E-07,1.87E-06,0.000161404,0.000180321,4.70E-05,0.000579408,9.21E-06,0.000429502,5.82E-05,1.40E-05,1.64E-06,0.00015752,2.25E-06,7.17E-05,0,6.53E-05,5.50E-05,7.55E-06,3.66E-05,4.754567344,0.246217894,4.50834945,13.99967299,47.88851365
658C,658C,Mesh,36.93013855,5.074150089,6.02E-05,0,0,0.00029314,0.000195429,2.15E-05,3.99E-06,1.71E-07,3.13E-07,2.44E-08,9.21E-05,0,0,1.62E-06,0,0.000266339,0.000814951,0,3.87E-08,0.00020562,0.000124544,2.50E-05,0.000380997,8.20E-06,0.000619157,0.000199437,1.05E-05,2.03E-07,0.000160073,1.12E-06,0.000181247,0,2.15E-05,3.63E-06,0,1.98E-06,5.368026511,0.297776823,5.070249688,11.70764134,34.02468997
659A,659A,Mesh,44.96166188,11.32783218,4.83E-05,2.73E-05,2.56E-06,0.00021129,0.000206343,6.40E-05,3.87E-05,4.91E-05,1.68E-05,0,6.61E-06,0,0,3.15E-06,0,0.000238156,0.001258545,4.24E-05,0,0.000134261,0.000103485,2.07E-05,0.000424349,4.42E-05,0.000733092,0.000296955,0.000158429,2.88E-07,0.000130209,3.87E-06,0.000106204,0,5.41E-05,4.04E-05,0,3.24E-05,4.221549517,0.303338523,3.918210994,15.95080186,68.22183609
659B,659B,Mesh,39.60814574,7.931257706,1.83E-05,6.97E-07,0,0.000141188,0.000317166,0.000153307,0.000110709,0.00019448,1.63E-05,1.99E-06,5.33E-06,0,0,0,0,0.000103787,0.000575502,0.000131558,3.74E-05,0.000144407,7.42E-05,2.59E-05,0.000161066,0.000190656,0.000357304,0.000423248,0.000186795,0.000102111,7.46E-05,1.35E-05,0.000162127,0,5.67E-05,0.000118221,6.26E-06,5.61E-05,3.074779331,-0.321184271,3.395963602,8.723918523,36.85522375
659C,659C,Mesh,56.32244769,13.72874051,1.41E-05,7.66E-07,0,0.000206779,0.000520521,3.08E-05,8.83E-05,0.000136947,5.03E-06,0,2.01E-06,0,0,5.01E-06,0,0.000690349,0.000722068,8.77E-05,0,0.000165437,0.000455564,3.97E-05,0.000573858,9.74E-05,0.000711157,0.000327226,0.000205054,6.79E-05,0.000188971,7.11E-06,0.000156222,0,3.45E-05,1.04E-05,4.81E-06,7.64E-05,3.93989217,0.318890532,3.621001638,20.82873086,66.46882475
660A,660A,Mesh,25.64820562,5.030207381,0.000328137,2.07E-05,0,0.000113833,6.36E-05,0,0,7.74E-05,0,0,3.82E-05,0,0,0,0,4.19E-05,0.000682805,2.44E-05,0,0.000192191,2.86E-05,2.00E-05,4.87E-05,1.78E-05,0.000219439,0.000244921,8.82E-05,0,0.000307541,2.22E-08,6.52E-06,0,0,0,0,0,3.850206169,0.342777802,3.507428368,6.827801237,22.69823066
660B,660B,Mesh,30.37529385,8.148006484,0,6.50E-06,0,0.000183754,0.000111503,0.000130933,7.24E-05,8.70E-05,2.15E-06,0,6.24E-07,0,0,0,0,1.72E-05,0.000662045,1.97E-05,1.40E-06,0.000174377,2.78E-05,1.69E-05,2.72E-05,4.74E-05,0.000272051,0.000490122,7.02E-05,2.04E-06,1.65E-05,3.41E-06,0.000166273,0,9.24E-05,8.81E-05,9.70E-05,0.000150579,3.23825271,0.362251184,2.876001526,8.621193082,34.3729517
660C,660C,Mesh,28.42629182,6.33148939,3.24E-05,1.33E-06,0,0.000276535,4.56E-05,3.26E-05,7.80E-05,8.51E-05,1.28E-05,0,5.30E-06,0,0,0,0,1.88E-05,0.000796015,0.000136168,0,0.000225707,1.99E-05,4.27E-05,3.83E-05,8.96E-06,0.000127112,0.00014922,0.00020534,2.66E-05,0.000164749,8.46E-07,4.86E-05,0,2.48E-05,2.59E-05,0,0.000213103,3.38508373,0.289829803,3.095253927,7.83240715,25.42252211
661A,661A,Mesh,28.67884645,5.720730162,0.000146521,8.22E-07,0,0.000253352,5.92E-05,2.01E-06,2.31E-06,8.61E-05,0,0,6.61E-06,0,0,0,0,1.56E-05,0.000892906,7.77E-05,0,0.000333103,2.05E-05,3.74E-05,8.42E-05,1.90E-05,0.000158122,0.000176004,0.000186881,3.99E-06,0.000148285,4.57E-06,0.000151561,0,9.24E-07,2.75E-07,0,0,3.431528845,0.29869308,3.132835765,8.951716253,23.18520843
661B,661B,Mesh,37.04330943,7.452849657,0.000143876,3.11E-06,0,0.000109548,8.34E-05,0.000120917,3.11E-05,0.000226467,9.55E-06,2.86E-07,2.95E-05,0,0,0,0,2.57E-05,0.001131805,0.00030889,6.48E-07,0.000182179,8.58E-06,8.54E-06,6.86E-05,2.24E-05,0.000148887,0.000189845,0.000419925,2.65E-05,0.000146868,1.38E-06,7.84E-05,0,8.25E-05,7.69E-05,0,1.82E-05,4.240812971,0.278688714,3.962124258,11.22910185,38.62983706
661C,661C,Mesh,39.67516021,9.147786399,0.00019614,1.54E-06,1.02E-07,0.000112468,6.03E-05,8.29E-06,8.66E-06,5.85E-05,2.38E-06,3.93E-06,1.68E-05,0,0,2.70E-07,0,7.80E-05,0.001402223,0.00021641,3.14E-05,0.000206845,1.99E-05,1.43E-05,0.000230131,2.87E-05,0.000336974,0.000192304,0.000292682,4.74E-05,0.000304548,6.38E-06,8.02E-05,0,3.65E-06,4.05E-06,1.77E-06,4.08E-07,3.461448253,0.358485091,3.102963161,12.69491792,36.01429383
662A,662A,Mesh,21.15358126,5.356540889,6.90E-05,9.45E-06,0,0.000239214,5.02E-05,1.49E-05,8.85E-06,6.00E-06,1.12E-07,0,8.13E-05,0,0,0,0,0.000399494,0.000107513,2.11E-06,0,0.000387458,2.40E-05,2.48E-05,0.000274958,1.01E-06,7.79E-05,1.06E-05,1.29E-05,0,0.000154428,4.48E-06,0.000127279,0,2.16E-05,4.18E-06,7.37E-07,8.34E-07,2.658455906,0.361930466,2.296525441,5.227366153,16.74256884
662B,662B,Mesh,26.46875251,5.574754473,0.00027992,3.33E-06,0,9.65E-05,2.73E-05,3.27E-06,2.98E-06,5.66E-06,3.36E-07,0,4.02E-05,0,0,2.42E-07,0,0.000976123,0.000138734,1.71E-07,1.77E-07,0.000219818,3.18E-05,2.92E-05,0.000278907,3.87E-06,0.000121545,1.74E-05,5.84E-06,9.74E-07,0.000318945,1.45E-06,3.18E-05,0,3.84E-06,1.67E-06,0,4.91E-06,3.189788696,0.366781898,2.823006798,6.73669566,21.96430543
662C,662C,Mesh,27.30471912,5.463684403,0.000115926,8.56E-06,0,0.000227653,7.74E-05,3.33E-05,1.22E-05,0,5.53E-06,0,8.60E-05,0,0,1.54E-06,0,0.001085031,4.00E-05,0,8.46E-07,0.00017845,0.00015901,8.09E-05,0.000193761,9.16E-07,5.05E-05,8.43E-06,0,5.19E-07,0.000109677,9.28E-06,0.00013115,0,4.78E-05,2.00E-05,1.59E-05,3.03E-05,4.265066431,0.239550647,4.025515784,7.015402795,30.76312197
663A,663A,Mesh,30.54926538,5.596051016,3.98E-05,1.41E-06,0,0.000122659,7.32E-05,0.00016117,0.000192538,0.000325851,7.73E-06,0,2.24E-05,0,0,0,0,6.28E-06,0.00041043,0.000141856,8.98E-07,7.35E-05,6.58E-06,1.78E-05,4.63E-06,8.59E-05,0.000131435,0.00036979,0.000315887,1.82E-05,0.000100737,7.03E-05,0.00018708,0,4.89E-05,0.000104363,1.24E-06,1.23E-05,3.375656975,-0.282905794,3.658562769,8.08838122,31.36547578
663B,663B,Mesh,29.71978429,5.183569794,7.07E-06,1.56E-05,0,0.000321446,9.87E-05,2.74E-05,3.06E-05,0.000102042,5.13E-06,0,0.000204324,0,0,0,0,3.03E-05,0.000669183,5.01E-05,5.32E-07,0.000289197,1.31E-05,1.52E-05,2.56E-05,8.08E-05,0.000250945,0.000259499,0.000275459,1.64E-06,3.53E-05,0,0.000112213,0,2.35E-05,1.11E-05,0,1.59E-05,4.189948471,0.268530484,3.921417986,8.640658048,27.69321786
663C,663C,Mesh,66.17627802,9.409728044,0.000163545,1.37E-05,0,0.00018616,0.000117944,7.84E-06,9.55E-05,0.000776372,3.46E-06,0,5.52E-05,0,0,0,0,2.39E-05,0.001227772,0.000638791,1.20E-05,0.000132604,3.23E-05,4.36E-05,1.24E-05,0.00015133,0.000323205,0.000405351,0.00142048,0.000194708,0.000477721,6.08E-06,2.86E-05,0,1.68E-05,1.61E-05,1.30E-05,2.12E-05,7.080431317,0.227565152,6.852866166,19.49294732,85.22139596
664A,664A,Mesh,75.07963977,14.34425312,3.83E-05,1.52E-05,1.64E-06,0.000240412,0.000373673,1.36E-06,5.09E-06,0.000152562,2.32E-07,0,4.04E-06,0,0,8.15E-05,0,0.000897764,0.001332505,4.21E-05,0,0.000246038,0.000436857,3.22E-05,0.000516917,9.67E-05,0.001536148,0.00087028,0.000142273,1.34E-06,0.00025916,1.12E-06,0.000177212,0,4.35E-06,1.10E-06,0,0,6.369254572,0.301835481,6.067419091,29.29156141,134.8274789
664B,664B,Mesh,72.84635786,13.96080451,0.00014126,2.16E-06,2.72E-07,0.000133022,0.000244683,1.20E-05,0.000155501,0.00013958,5.76E-06,1.30E-08,2.39E-05,0,0,4.34E-05,0,0.000965714,0.001416987,1.28E-05,4.00E-07,0.000108516,0.000354425,6.91E-05,0.00110651,8.85E-05,0.001184211,0.000488879,5.76E-05,3.77E-06,0.000147358,4.15E-06,7.49E-05,0,8.32E-06,1.60E-05,2.04E-05,0.000254553,6.443834456,0.27691133,6.166923126,33.57116878,111.4890536
664C,664C,Mesh,22.66062181,4.330731301,1.01E-07,7.25E-06,0,0.000266104,9.04E-05,2.91E-05,6.92E-06,1.17E-05,4.45E-06,0,6.70E-05,0,0,5.24E-08,0,4.79E-05,0.000177126,0,0,0.000275914,1.67E-05,3.26E-05,0.000106809,6.83E-05,0.000497231,0.000187076,3.26E-06,0,0.000189179,2.55E-06,0.000133847,0,3.26E-05,1.12E-05,0,6.18E-07,3.930176359,0.30336239,3.626813969,5.882237991,19.97922146
665,665,Mesh,39.07074813,7.172951442,1.67E-05,4.38E-06,0,9.81E-05,0.000213725,8.16E-05,3.01E-05,0.000112287,2.01E-06,2.62E-08,0.000142388,0,0,3.29E-08,0,0.000324516,0.000684517,0.000115232,0,0.000325504,4.31E-05,1.02E-05,0.000519404,2.80E-05,0.000500811,0.000209435,0.000205317,2.83E-06,7.89E-05,1.12E-07,7.14E-05,0,6.58E-05,8.81E-06,0,1.18E-05,4.155483532,0.275521487,3.879962045,10.59056884,41.02613877
665A,665A,Mesh,31.23266026,6.240073613,1.44E-07,5.37E-06,0,0.000241977,0.000189775,2.63E-06,1.25E-06,4.86E-06,9.02E-08,0,8.77E-06,0,0,0,0,0.00068965,0.000269232,0,0,0.000281684,3.01E-05,2.70E-05,0.000488692,6.33E-06,0.000411366,9.20E-05,0,2.65E-08,0.000149866,1.45E-06,0.00021525,0,4.50E-06,5.78E-07,0,6.09E-07,4.170481693,0.331431386,3.839050307,7.862440193,37.10926483
665B,665B,Mesh,24.76799615,4.407764849,2.05E-05,2.17E-05,0,0.000205868,0.00020249,2.36E-05,9.06E-06,0,3.93E-06,0,1.25E-05,0,0,0,0,0.000855587,7.60E-06,0,1.92E-07,0.000188946,3.12E-05,2.37E-05,0.000241512,1.00E-05,7.34E-05,1.33E-06,0,2.01E-07,0.00026157,1.09E-06,0.000205902,0,5.89E-05,9.66E-06,2.00E-07,6.23E-06,5.089055315,0.298130296,4.790925019,6.437185991,27.51020975
665C,665C,Mesh,28.48782919,5.37895626,6.38E-06,1.10E-05,3.03E-07,0.000209007,7.94E-05,7.23E-05,8.66E-05,1.24E-05,2.07E-05,0,2.07E-05,0,0,8.96E-07,0,0.000540748,0.000294618,0,1.04E-06,0.000217475,5.40E-05,1.46E-05,0.000350584,3.10E-06,0.000288807,7.47E-05,1.08E-05,4.01E-06,0.000236225,8.98E-07,2.89E-05,0,4.84E-05,4.40E-05,0,0.000116341,4.241912802,0.310793162,3.931119639,7.365368051,31.21664672
666A,666A,Mesh,21.46318224,4.899991569,1.20E-05,6.32E-06,0,0.000263407,6.26E-05,3.84E-05,1.92E-05,3.91E-06,5.24E-06,1.54E-07,1.61E-05,0,0,0,0,3.93E-05,0.000555654,3.35E-06,3.12E-07,0.000335444,2.14E-05,2.95E-05,6.42E-05,6.70E-06,0.000153062,0.000110017,2.35E-05,3.00E-07,0.00019009,8.33E-06,0.00012848,0,2.25E-05,1.84E-05,0,8.56E-06,3.546887783,0.273182187,3.273705595,5.325584544,21.82965576
666B,666B,Mesh,28.28526649,6.672549173,6.34E-06,1.79E-05,1.14E-05,0.000193271,0.00012124,1.25E-05,6.26E-06,3.93E-05,1.31E-07,0,2.61E-05,0,0,2.20E-06,1.05E-05,0.000195462,0.000550043,4.87E-05,0,0.000306401,6.78E-05,2.90E-05,0.000179364,5.92E-06,0.00030817,0.000154973,9.96E-05,3.23E-05,0.000312243,1.59E-07,8.18E-05,0,5.05E-06,2.25E-06,0,2.04E-06,3.209973048,0.298376852,2.911596196,7.894609854,28.83463946
666C,66C,Mesh,25.8447278,5.087332281,6.08E-05,8.13E-06,1.94E-07,0.000153297,8.20E-05,6.94E-05,0.00012194,1.73E-05,4.13E-05,2.80E-08,3.62E-05,0,0,3.17E-07,0,9.62E-05,0.000605839,1.36E-05,7.71E-07,0.000211105,1.32E-05,1.32E-05,0.000153288,9.20E-06,0.000299185,0.000188639,5.78E-05,4.34E-07,0.000137745,1.46E-06,4.52E-05,0,5.28E-05,5.26E-05,0,4.13E-05,3.365365949,0.26965614,3.095709809,7.269388763,20.80715887
667A,667A,Mesh,31.99351272,26.65424649,4.68E-05,2.95E-06,0,8.62E-05,5.54E-05,6.34E-05,0.000188855,0.000139028,1.03E-05,3.55E-08,1.78E-05,0,0,2.03E-07,0,5.50E-05,0.000952731,0.000162462,2.94E-07,0.000140454,2.58E-05,1.70E-05,7.96E-05,1.19E-05,0.000160289,0.000184329,0.000372654,5.46E-05,0.00022126,2.47E-06,4.93E-05,0,2.52E-05,5.76E-05,0,1.54E-05,3.427030937,-3.120388791,6.547419728,9.133299199,1000.191712
667B,667B,Mesh,29.35707817,7.513153312,5.81E-05,1.57E-05,0,0.000147377,0.000105219,3.93E-05,3.01E-05,0.000116947,9.65E-06,0,2.71E-05,0,0,0,0,4.68E-05,0.000626435,0.000240121,1.65E-05,0.000174323,7.06E-05,1.61E-05,5.50E-05,1.36E-05,0.000107816,0.000115764,0.000317579,7.62E-05,0.000230879,9.13E-06,0.00015908,0,4.56E-05,2.54E-05,5.26E-06,3.39E-05,3.206318819,0.264667052,2.941651767,7.824857875,29.10818301
667C,667C,Mesh,39.6093379,8.557932098,5.01E-05,2.08E-06,0,0.000125499,0.000129334,1.32E-05,5.19E-05,0.000157709,6.50E-06,0,1.18E-06,0,0,2.51E-06,0,0.000102029,0.00095816,0.000313946,1.39E-05,7.71E-05,9.40E-05,3.55E-05,7.53E-05,5.93E-05,0.000292388,0.000260962,0.000463371,0.000117073,0.000193474,1.34E-06,4.90E-05,0,7.10E-06,9.84E-06,4.53E-08,0.000296971,3.843177692,0.294281168,3.548896524,11.70736865,38.59233135
668A,668A,Mesh,23.45658817,4.504405337,1.11E-06,1.38E-05,0,0.000280901,7.33E-05,8.73E-06,1.14E-06,4.93E-05,1.04E-07,0,3.17E-05,0,0,0,0,2.74E-05,0.000408033,1.02E-05,0,0.000354492,3.72E-05,5.78E-05,3.58E-05,1.72E-05,0.000166808,0.000202846,8.67E-05,0,0.00031728,2.61E-06,0.000146525,0,1.15E-05,2.92E-06,0,1.18E-07,4.174991447,0.31247232,3.862519127,6.323577878,22.00051075
668B,668B,Mesh,28.21750948,4.390035439,4.47E-05,4.86E-06,0,0.000215409,0.000128051,4.45E-05,2.18E-05,0.000164979,3.80E-06,0,8.97E-05,0,0,0,0,3.50E-05,0.000629701,4.85E-05,1.79E-07,0.000212309,2.05E-05,2.28E-05,4.31E-05,3.41E-05,0.000189924,0.000247514,0.000183202,5.70E-06,0.000202177,1.74E-06,0.000149931,0,4.78E-05,2.41E-05,0,5.47E-06,4.786339222,0.290734296,4.495604926,7.588160291,25.70245063
668C,668C,Mesh,41.6579481,11.229672,1.35E-05,1.40E-05,0,0.000122281,0.000241059,0.000610434,4.36E-05,0.000118802,6.68E-06,5.78E-09,5.13E-06,0,0,0,0,6.21E-05,0.00068612,1.27E-05,0,0.00011615,1.55E-05,1.79E-05,6.37E-05,0.000141571,0.000258362,0.000636919,6.66E-05,0,4.80E-05,1.16E-05,0.000245264,0,0.000263992,0.00032756,1.04E-05,5.73E-06,4.326315084,0.267091715,4.059223369,13.81986565,82.43003854
